cons_model,mut_model,chrom,"R^2_B,pi_10kb","R^2_Epi,pi_10kb","R^2_B,pi_100kb","R^2_Epi,pi_100kb","R^2_B,pi_1Mb","R^2_Epi,pi_1Mb"
merged_cds_regulatory,carlson,18,0.09427587246779984,0.07111095700005991,0.2156400893011107,0.17488336176429412,0.4533585253654713,0.36980289557904356
merged_cds_regulatory,carlson,19,0.16609245344862755,0.10492867363091722,0.3455199049538739,0.2792090988597052,0.5044706195936949,0.4259785511757631
merged_cds_regulatory,carlson,20,0.1176295985711753,0.12630588983905938,0.300343165695419,0.3130161511878601,0.46800380596641095,0.49705521630965915
merged_cds_regulatory,carlson,21,0.08076788540565771,0.06199008561267404,0.2356606911527981,0.20923039145298294,0.5441590250978824,0.46491190801955634
merged_cds_regulatory,carlson,22,0.26031936816257395,0.2778490403656192,0.4583097785730863,0.4989551356998108,0.6955792553520221,0.7208442119550841
merged_cds_regulatory,gnomad,1,0.0992542074851826,0.10433311958511579,0.20815832789436767,0.23529650908128183,0.26955943619027384,0.355400116621282
merged_cds_regulatory,gnomad,2,0.10371828379274002,0.11233467067008746,0.21754018762929977,0.2675188774487185,0.3226158117835271,0.42717891372806766
merged_cds_regulatory,gnomad,3,0.08386061147520087,0.0861261988650766,0.19392098866496082,0.21399742899621857,0.344325699902805,0.3684027963452178
merged_cds_regulatory,gnomad,4,0.07267656562765838,0.0834116100255352,0.16108309868054288,0.18961925840147664,0.1863204970212332,0.3398032018542393
merged_cds_regulatory,gnomad,5,0.08492065092612826,0.09830276650153967,0.18540817426450423,0.21759800810267033,0.27822802087391685,0.3959056912294917
merged_cds_regulatory,gnomad,6,0.06089903799884634,0.1024313143613526,0.13699836805051735,0.2513811561228257,0.1531434289163537,0.4049103120854437
merged_cds_regulatory,gnomad,7,0.13510754559095353,0.09800572877149115,0.25476623028939205,0.22440914971214038,0.37660295132793203,0.3537298011501289
merged_cds_regulatory,gnomad,8,0.12915520409788284,0.13950278846221756,0.21263868029902128,0.297528591410282,0.27682379351695874,0.42381889546049595
merged_cds_regulatory,gnomad,9,0.134922791045619,0.09235631673525416,0.2706188974303602,0.19928815999874994,0.36814789297060424,0.23393781606722414
merged_cds_regulatory,gnomad,10,0.12009567225602898,0.08860264178606368,0.2733751579076839,0.21202263506844743,0.48754118798139184,0.38912259317397985
merged_cds_regulatory,gnomad,11,0.09632957828475637,0.07856293986178889,0.2330455458357946,0.20271354671844566,0.3280289367872646,0.26566820349293285
merged_cds_regulatory,gnomad,12,0.0892456897917269,0.11788937879243427,0.21258085058101042,0.28495591338523885,0.27572093289826805,0.4794483533769731
merged_cds_regulatory,gnomad,13,0.07911813216389281,0.09332291509152828,0.15442728848494522,0.2225114133537872,0.15043673117369327,0.3301015241971179
merged_cds_regulatory,gnomad,14,0.07155397654607736,0.07199002799861176,0.15798553461996404,0.1635579753163756,0.18549835053913563,0.24481339758121198
merged_cds_regulatory,gnomad,15,0.15665349820120378,0.1614702837224703,0.347148457520217,0.4067763594586649,0.5809738092105773,0.610881746794191
merged_cds_regulatory,gnomad,16,0.14999573364470742,0.19269642460695213,0.2792120802131843,0.36654383140278923,0.374879521920744,0.5083138888560438
merged_cds_regulatory,gnomad,17,0.16767763250725962,0.1875419195979885,0.324872116886976,0.44756270305935736,0.427164164762693,0.6389137962661465
merged_cds_regulatory,gnomad,18,0.09696062938377174,0.07985920933840987,0.22055279200903846,0.192628641973991,0.44511685015684466,0.3847869702282165
merged_cds_regulatory,gnomad,19,0.1243426120710663,0.03739230463225632,0.3304514221764435,0.1352651015646065,0.45631956260287687,0.23635641089234713
merged_cds_regulatory,gnomad,20,0.10379733945602236,0.10600237841645378,0.26517376877225646,0.2580907111776612,0.3972574785526973,0.4095184097528112
merged_cds_regulatory,gnomad,21,0.05461384842853957,0.049307388672153445,0.1424379816507772,0.12827047874305675,0.16989086095236644,0.1408471574475957
merged_cds_regulatory,gnomad,22,0.24896478163470864,0.31027525265184697,0.448627670077859,0.540628752663968,0.6332947116129082,0.696278744071321
merged_cds_regulatory,roulette,1,0.09893624478550961,0.1371196516310333,0.2073093389359587,0.26827590485205793,0.27057738161936157,0.41171187269963677
merged_cds_regulatory,roulette,2,0.10336489169888839,0.1584393268410589,0.21756510421904304,0.32262062735417213,0.32634659334204325,0.5123462481459212
merged_cds_regulatory,roulette,3,0.08151779666857109,0.14573224713628752,0.18934638779593574,0.3098832916697844,0.3404000533812659,0.5267512961154627
merged_cds_regulatory,roulette,4,0.07157448076709452,0.12380165540676304,0.15664439928912896,0.25432982675115967,0.17325007300309053,0.45394960788587724
merged_cds_regulatory,roulette,5,0.08890305252439963,0.12971345618259225,0.19303845405527795,0.25073272056848434,0.29218643394881805,0.41085793558572264
merged_cds_regulatory,roulette,6,0.06409091661606967,0.12900001659566931,0.14389713700360487,0.25767395110806796,0.1671384376413408,0.40530748490127255
merged_cds_regulatory,roulette,7,0.13390813063354504,0.1813746762236761,0.2515783864169112,0.34143901428519624,0.36971831835796115,0.5251194964026537
merged_cds_regulatory,roulette,8,0.12493244193712591,0.3739296225675349,0.20614416354094145,0.6105611260983002,0.2641361541099493,0.8055401833687836
merged_cds_regulatory,roulette,9,0.13489326988563172,0.2262756959898462,0.2712644646899875,0.436952840825672,0.3654624072216076,0.653373129302271
merged_cds_regulatory,roulette,10,0.12009579749867462,0.13326035327095045,0.2717877910457389,0.2744024561349801,0.4885180963705152,0.48459915427477535
merged_cds_regulatory,roulette,11,0.09348642248660764,0.12361438702365515,0.22690858245029177,0.29654906309746587,0.32029629525733255,0.4238066468824038
merged_cds_regulatory,roulette,12,0.08919711899132518,0.14691899444213602,0.21194951525722855,0.33541706641580254,0.2783567703097187,0.4790179882054821
merged_cds_regulatory,roulette,13,0.07980199879661798,0.1270380716786201,0.15678316465423559,0.2670908300289452,0.15946569611480213,0.3724980696843539
merged_cds_regulatory,roulette,14,0.07086167840450597,0.1067831243155048,0.15685676133078774,0.2190156194296254,0.18574909136554232,0.2827081552326441
merged_cds_regulatory,roulette,15,0.1545809714688755,0.22384659582765237,0.34536452685061325,0.46585856928231284,0.5748785055962964,0.6865281260838191
merged_cds_regulatory,roulette,16,0.1424288623063568,0.44639673842980404,0.2686725154258125,0.6754815688793473,0.3581956850217697,0.8822283394062397
merged_cds_regulatory,roulette,17,0.16676841509015516,0.248744250013527,0.32228465864400774,0.5038902350729629,0.4239283927127101,0.6389458058561112
merged_cds_regulatory,roulette,18,0.102619400355814,0.09978208993686868,0.23427772994599544,0.2179168842993581,0.473185554971181,0.40548484204976015
merged_cds_regulatory,roulette,19,0.12249009388750574,0.0427240809257618,0.324835163260215,0.1544052967831556,0.4460410032549166,0.2662614641896946
merged_cds_regulatory,roulette,20,0.10345822275920276,0.15039578898288986,0.2647141760067423,0.3427139935963176,0.40141676624113565,0.5307044646977914
merged_cds_regulatory,roulette,21,0.053063582554806046,0.09740636009792064,0.13999952620740377,0.2400658037210179,0.15909994977088904,0.4117030723169122
merged_cds_regulatory,roulette,22,0.2539567540633897,0.36852540470571626,0.4567238662707172,0.6087130139644104,0.6388592370806515,0.7787562249348245
split_cds_regulatory,carlson,1,0.09795747312981036,0.10154097843258574,0.21276147379397287,0.21697540309636063,0.2965976294554105,0.32167418922339713
split_cds_regulatory,carlson,2,0.1075832642010389,0.08859647884024457,0.2300475772203492,0.19378458520495062,0.3626430356549094,0.2912524696679858
split_cds_regulatory,carlson,3,0.08074227994278715,0.08471266041411243,0.19532782039982033,0.2013355653309483,0.3772045102382476,0.37415215938760277
split_cds_regulatory,carlson,4,0.07927708399628532,0.07862912346069753,0.16676611113930784,0.16486978470609912,0.2313037580086784,0.2448083648195315
split_cds_regulatory,carlson,5,0.08333317595831892,0.0748282190706613,0.1879345151630827,0.16390601933197504,0.30715996710717547,0.25403435643192734
split_cds_regulatory,carlson,6,0.05428748747493298,0.06990544847861929,0.12462939702241027,0.153623571678875,0.14561430783767998,0.21687617611302598
split_cds_regulatory,carlson,7,0.14676009929193956,0.14616341586385567,0.28510659278555395,0.3063101652931437,0.46175043598761245,0.5068738992583228
split_cds_regulatory,carlson,8,0.16067803693235866,0.13739895008094136,0.2911501061053161,0.26718118476161384,0.4365461974842824,0.3869616528567717
split_cds_regulatory,carlson,9,0.14136953004385588,0.13114879271687194,0.29837900878310036,0.2767038581513645,0.4729002095226624,0.4260123533858226
split_cds_regulatory,carlson,10,0.11926982977665083,0.11226875117587995,0.2746845409548501,0.2626786893888607,0.5044909568322378,0.4816520689453116
split_cds_regulatory,carlson,11,0.10556648586714729,0.11017810488457437,0.25827922858885033,0.26745409487281235,0.36615536074124594,0.3712987159273428
split_cds_regulatory,carlson,12,0.08304967298142395,0.08652532497319443,0.2081422437514668,0.21020041054166705,0.2883456431371768,0.2842011902387206
split_cds_regulatory,carlson,13,0.0812786897837618,0.064837638283818,0.16694493577692657,0.13325841354429574,0.24858810107357715,0.16077816875201995
split_cds_regulatory,carlson,14,0.06870315638745349,0.06412917100453693,0.15593413548522134,0.14177171639821895,0.26759479704964956,0.23321232520232826
split_cds_regulatory,carlson,15,0.15812437653673012,0.18011871200811636,0.35957535760106096,0.4007069619178904,0.5680540472171338,0.6137160208459852
split_cds_regulatory,carlson,16,0.16266953728429942,0.18695805476559835,0.3067092568873107,0.3541487332566508,0.4078367566549711,0.48256379836435315
split_cds_regulatory,carlson,17,0.1859438062054428,0.20970321547426077,0.366765987229501,0.4150570791661999,0.5274332118144416,0.6102274028675732
split_cds_regulatory,carlson,18,0.09484207742802188,0.071383636796746,0.21783485878356057,0.1757626995356999,0.46687463361971526,0.37441540675521046
split_cds_regulatory,carlson,19,0.15824539117024733,0.10556898211303839,0.33203512605247576,0.28165396068772863,0.5035171306659235,0.43252433087022807
split_cds_regulatory,carlson,20,0.11532358157533648,0.1257659907513393,0.2970273991465121,0.31289467105850816,0.4637477974735357,0.4985603214180998
split_cds_regulatory,carlson,21,0.07909156379653061,0.061030879098557735,0.230857083879349,0.2068693041484001,0.5502808069876836,0.4598387349809645
split_cds_regulatory,carlson,22,0.25801990593099605,0.27578728375180084,0.45495139342597335,0.501396264597452,0.7016441943272197,0.7259121342872861
split_cds_regulatory,gnomad,1,0.09853965156219474,0.10197114759330593,0.20799861064845374,0.2304507621224307,0.27798553125855613,0.3464881115444257
split_cds_regulatory,gnomad,2,0.10462825644390729,0.10897231892641518,0.22014105826570715,0.25989838468540244,0.33528095186344753,0.41456317360986233
split_cds_regulatory,gnomad,3,0.08413688968298005,0.0846541997557809,0.19464496212699087,0.21399433555259742,0.3473243158205766,0.36718170194049443
split_cds_regulatory,gnomad,4,0.07119423662716484,0.0805564791952051,0.1593999844152607,0.18171049865822142,0.1951372525078626,0.3286216933528585
split_cds_regulatory,gnomad,5,0.08482068968400736,0.09560628205577905,0.18600695782939922,0.21152721554231654,0.28713218771233273,0.38557006644153174
split_cds_regulatory,gnomad,6,0.05982756110289416,0.10146396220643232,0.13568117867357646,0.2515599346932708,0.15433096966230922,0.4097982232061988
split_cds_regulatory,gnomad,7,0.13729835799656492,0.09397770458159731,0.2601526514734535,0.2131751456803135,0.3949757273130343,0.3339176408571052
split_cds_regulatory,gnomad,8,0.13328974871336763,0.13521238976560684,0.22196543483029196,0.2876045058142337,0.2987317951989836,0.40911558924362557
split_cds_regulatory,gnomad,9,0.13715208162223783,0.08696155726431688,0.2749280231786553,0.18392129051641481,0.3831753038527393,0.21018302905206263
split_cds_regulatory,gnomad,10,0.11881575111127876,0.08456609558463954,0.27137860179798534,0.20194828280648314,0.49279385556549354,0.36804265883490156
split_cds_regulatory,gnomad,11,0.09704112967306755,0.0757985343609315,0.235625768242977,0.19633118398668511,0.3367435028633204,0.2547859424699747
split_cds_regulatory,gnomad,12,0.08901995599945221,0.11425903975756392,0.21273519073871905,0.2764245468321624,0.28448764690372963,0.467294535558629
split_cds_regulatory,gnomad,13,0.07773230539119572,0.08998435215303986,0.15382603882437323,0.21507940099693493,0.1592096993287134,0.3197782333564715
split_cds_regulatory,gnomad,14,0.0699135849367197,0.06911151781062673,0.15649967160673434,0.15650438470489744,0.19354936879293844,0.234122195834289
split_cds_regulatory,gnomad,15,0.1549929391068396,0.15546097375579235,0.3436582893902057,0.39984394831814213,0.5850413187434221,0.5985956947772767
split_cds_regulatory,gnomad,16,0.14890011755009008,0.18533577514382618,0.27848844334723016,0.3541937059623637,0.37656736526747836,0.4898965419046581
split_cds_regulatory,gnomad,17,0.1668852016939109,0.17864949750937764,0.3256587046549665,0.43629297141070467,0.43718192758294294,0.6237838141609563
split_cds_regulatory,gnomad,18,0.0968104067115035,0.07815478092435517,0.22215950877995738,0.18726156380033698,0.46295526875627707,0.37342208777781677
split_cds_regulatory,gnomad,19,0.12012622658942017,0.03326392895366699,0.3215749837481725,0.12307128946995226,0.45987588100556376,0.2208249459975258
split_cds_regulatory,gnomad,20,0.1025994931002931,0.10087784185426615,0.26445824845003496,0.2450089513829575,0.4002335049029969,0.38826757962204217
split_cds_regulatory,gnomad,21,0.05430970200720998,0.047941406264542276,0.14105154910512038,0.1216374492872767,0.1789890813377416,0.1333297822942581
split_cds_regulatory,gnomad,22,0.24825039897504605,0.3029762967665934,0.44703417841948434,0.5327699348233891,0.6401366457770953,0.6797890794093944
split_cds_regulatory,roulette,1,0.09834086688835172,0.13709988938509662,0.20759801108535209,0.2681925251379281,0.2812723658243322,0.41199460435429686
split_cds_regulatory,roulette,2,0.10480109257232091,0.15769619352487113,0.2212796112967255,0.32116141076920623,0.34125330636391576,0.511387683126861
split_cds_regulatory,roulette,3,0.08211539655851798,0.14734485926209323,0.1907089400960067,0.3145214200854981,0.3444604458181106,0.5345977226829948
split_cds_regulatory,roulette,4,0.07007740181358929,0.12268004701338628,0.15469832173772197,0.2513560030323564,0.1828213830835846,0.4514181939419833
split_cds_regulatory,roulette,5,0.08885163855800304,0.12907676614591487,0.19362404894880944,0.24803414676758084,0.30226468917435845,0.40882491197021914
split_cds_regulatory,roulette,6,0.0628417098995505,0.1293783828691375,0.14231579403628125,0.2593089557113459,0.16858285217811372,0.4121255036280529
split_cds_regulatory,roulette,7,0.13694646000420843,0.1792954970679374,0.2586583417757047,0.3357727234604961,0.39088692324378543,0.5160226988803033
split_cds_regulatory,roulette,8,0.13051458206917438,0.372780303215584,0.21797754405634445,0.6080603621533214,0.2895974924936756,0.8032713554049794
split_cds_regulatory,roulette,9,0.13801349214181852,0.22421810694354602,0.27702588684727864,0.4311798760281098,0.3832358109766783,0.6462004001447522
split_cds_regulatory,roulette,10,0.11882570081602387,0.1308294349756388,0.26964063355121026,0.2686999429277045,0.4943942543452049,0.47181216570318796
split_cds_regulatory,roulette,11,0.0946941537982227,0.12376014551916414,0.23044656477024292,0.2970420027825004,0.3308004925345606,0.4239083554693102
split_cds_regulatory,roulette,12,0.08925413672969594,0.14580392152720706,0.21260978012559054,0.33306640694724665,0.2891325773291854,0.47882166633827283
split_cds_regulatory,roulette,13,0.07905514924794485,0.1253645629301532,0.15757251952197246,0.26471460500269023,0.17224185327035832,0.3700713529245394
split_cds_regulatory,roulette,14,0.06917536400004452,0.10622070135263363,0.15546615070956848,0.21821615022055987,0.19535850498756713,0.2819922649345098
split_cds_regulatory,roulette,15,0.15314567451417999,0.22178538623027644,0.3422958856515469,0.46450886239213923,0.580307233635082,0.6838266295423431
split_cds_regulatory,roulette,16,0.14171633998274816,0.4451987424521066,0.26853575265329044,0.6727812860372342,0.36034582894475775,0.8793770644836048
split_cds_regulatory,roulette,17,0.1659702117464105,0.24444268455754262,0.32311487923484966,0.5003794326057829,0.43403452923494784,0.6347827109603572
split_cds_regulatory,roulette,18,0.10264456672038945,0.09930968717916772,0.23607915248760195,0.21623042368782686,0.491830030991376,0.40179885842837726
split_cds_regulatory,roulette,19,0.11762765919345027,0.03993763569080833,0.3155922987346444,0.1458754254603829,0.45065462646575216,0.25571865919766584
split_cds_regulatory,roulette,20,0.10221724335064218,0.14734006245882383,0.26411037466181303,0.33637359243893955,0.404837860767579,0.5200718824620649
split_cds_regulatory,roulette,21,0.05283432683667727,0.09620699200315448,0.1386581114798108,0.2349590044183326,0.168961004656142,0.40177983520947685
split_cds_regulatory,roulette,22,0.25423141013409944,0.36498358482193227,0.4564819591909681,0.6058411958715139,0.647528340122418,0.7705733057303147
merged_cds_phastcons,carlson,1,0.17572639686371375,0.17368683901694534,0.3648648605975035,0.34855969625703564,0.5598722641506086,0.5315306965861963
merged_cds_phastcons,carlson,2,0.16347777411681397,0.14124746571134356,0.34626411163937504,0.29117492829977065,0.5017799284605924,0.4086501500656254
merged_cds_phastcons,carlson,3,0.1384108368295108,0.13285363590202554,0.31001177642483624,0.28917078999970813,0.5285474439698284,0.48375585917637476
merged_cds_phastcons,carlson,4,0.12273108860774648,0.11959505714768065,0.2634794624915063,0.24855417965446938,0.41992060763243794,0.38447015329308853
merged_cds_phastcons,carlson,5,0.13464563686580552,0.11913945975590906,0.2832582168674524,0.24262143004013423,0.439472736607538,0.36210251394839305
merged_cds_phastcons,carlson,6,0.1245289221342315,0.12578704039763675,0.28235978343720325,0.2726569802945921,0.4692329695300349,0.4512646314439407
merged_cds_phastcons,carlson,7,0.21692203330827348,0.21464860710632866,0.42413635557142115,0.4069758112201801,0.6205733951650767,0.5815253109707532
merged_cds_phastcons,carlson,8,0.22485780391038115,0.21702069190217202,0.4018358926680529,0.380474827675441,0.5522307248303685,0.5071774530716237
merged_cds_phastcons,carlson,9,0.19196472468432085,0.18264926572543252,0.3845486994787614,0.3553901118376292,0.5640081054931557,0.504762848925933
merged_cds_phastcons,carlson,10,0.17783062547314296,0.17398837246393561,0.39012528181513967,0.3742071303805062,0.6322776756714013,0.5953814651504722
merged_cds_phastcons,carlson,11,0.17256020717920914,0.1611481980165343,0.38103444642882717,0.3477861597854447,0.5662405326366354,0.4996709818594769
merged_cds_phastcons,carlson,12,0.13673012520381275,0.1355936350044529,0.3165652342551155,0.3015568568004672,0.474038717809736,0.42504260462532095
merged_cds_phastcons,carlson,13,0.11201671647847944,0.10129920646748167,0.2314928037501232,0.1970701434928037,0.31906206473848936,0.25062047177908986
merged_cds_phastcons,carlson,14,0.11691860332539086,0.10928797454124502,0.24624153926707576,0.21995984172796276,0.39391682344879203,0.33875882040509675
merged_cds_phastcons,carlson,15,0.2307137720516035,0.2387696111894833,0.49582158645342495,0.49412289307879415,0.6937696030943838,0.6806653160182511
merged_cds_phastcons,carlson,16,0.25296465339773844,0.2555422523447558,0.44501490913354136,0.447350695177593,0.5810251569289264,0.590500641778745
merged_cds_phastcons,carlson,17,0.24221988617280976,0.2515576592578791,0.4811965174671157,0.4878893707093749,0.6785427038073054,0.6939476103661553
merged_cds_phastcons,carlson,18,0.1502330205502093,0.1364326395846592,0.3352269173434282,0.3002706589620077,0.6549254819588642,0.5721438414919722
merged_cds_phastcons,carlson,19,0.2120771008754099,0.2009694730133035,0.36986475370597793,0.3866859293378139,0.5327183012994703,0.574668626335415
merged_cds_phastcons,carlson,20,0.17691265714821217,0.18477692037048374,0.4196791696465324,0.42173657991346675,0.6395592942652544,0.64636547595242
merged_cds_phastcons,carlson,21,0.09996085861776333,0.09703567124111338,0.27562374080897634,0.263422011200035,0.5826854703262562,0.5641254317199796
merged_cds_phastcons,carlson,22,0.3741691713738032,0.3861060548464059,0.6359034974000819,0.6415931236986752,0.8274296771234835,0.8231886900126102
merged_cds_phastcons,gnomad,1,0.18585057529849675,0.1936290035841184,0.37699311540975033,0.38105853904105325,0.5720441669071219,0.5862683802839278
merged_cds_phastcons,gnomad,2,0.16699763692957395,0.17668149426620366,0.34926113842532563,0.36188556367903424,0.5068732570803419,0.5281848365620292
merged_cds_phastcons,gnomad,3,0.1501237107230774,0.15901464658518605,0.325184198615471,0.3384920075670338,0.5246348153545396,0.5459172254565609
merged_cds_phastcons,gnomad,4,0.12201513852413362,0.1439137582440909,0.26852461425297275,0.3045735772017403,0.40346922107532196,0.49606073190136263
merged_cds_phastcons,gnomad,5,0.14854171168961922,0.1603342719937858,0.30423567785028177,0.3149514103254667,0.4620987467563651,0.5011303329794955
merged_cds_phastcons,gnomad,6,0.13860209121631178,0.16835867026604515,0.31170149007342707,0.3672564632361805,0.5014320937940979,0.6261205049077916
merged_cds_phastcons,gnomad,7,0.227998586935993,0.22416852093745962,0.44135992335923735,0.4251158354584006,0.6461401813210922,0.6116407919554686
merged_cds_phastcons,gnomad,8,0.24219983396393802,0.2529115451734042,0.40761752655582373,0.43288105800489296,0.5572969784730899,0.5808059920749853
merged_cds_phastcons,gnomad,9,0.20745563269587639,0.19089474848022045,0.3924190594066439,0.34477144035605645,0.543227233538275,0.4414523895285456
merged_cds_phastcons,gnomad,10,0.18294594960130037,0.18394921076723247,0.3991542499489083,0.38561732081164535,0.6579380004777393,0.6304506456443748
merged_cds_phastcons,gnomad,11,0.1720777600584377,0.16155046351645844,0.38065335960882846,0.34442658984619934,0.5655721459815959,0.49575586821619894
merged_cds_phastcons,gnomad,12,0.158040062165636,0.17770495898791414,0.35256698753286025,0.3799824319473952,0.5233293727010079,0.5819460768019529
merged_cds_phastcons,gnomad,13,0.12092614112755419,0.14448137261691898,0.2489585950040176,0.2959378541463942,0.30451197457551443,0.40945779421014106
merged_cds_phastcons,gnomad,14,0.125353595672441,0.1338203602278752,0.26457797906253866,0.267784950285017,0.38284126634704313,0.40659527922097094
merged_cds_phastcons,gnomad,15,0.23391826191208182,0.24974970373270894,0.4845522372217176,0.5032134358113844,0.7074719469758841,0.6992270723401067
merged_cds_phastcons,gnomad,16,0.2515927168880468,0.27290059188677723,0.4371464898600571,0.4572751310133059,0.5828157657158184,0.6041348161053566
merged_cds_phastcons,gnomad,17,0.24839361008078695,0.2607141733604136,0.4939940303972563,0.5314245080460256,0.6533566532544777,0.7014766023269335
merged_cds_phastcons,gnomad,18,0.1606036118228687,0.16327907035515835,0.3575532211270395,0.35840040600670825,0.6711999629417145,0.6716211473152055
merged_cds_phastcons,gnomad,19,0.18080491504578466,0.09924721135537654,0.4053223375191474,0.24903249687042292,0.5896518617032273,0.3894958539500708
merged_cds_phastcons,gnomad,20,0.17217442511986028,0.18038416849071806,0.40567503054078957,0.3956352348395936,0.6304816949067257,0.6185719368494458
merged_cds_phastcons,gnomad,21,0.10729301017614415,0.12347440414624362,0.27010739189432553,0.30428590571767244,0.4960139056674271,0.5584749083748476
merged_cds_phastcons,gnomad,22,0.3616714980376855,0.39742299289613314,0.6190631139655671,0.6392782071562725,0.7724017458244534,0.7804494035024078
merged_cds_phastcons,roulette,1,0.18640244225840163,0.19653192810189246,0.37866376126045426,0.37601020457914525,0.5795252707152085,0.5717211189728795
merged_cds_phastcons,roulette,2,0.1651689354599207,0.1841424764767977,0.3462790442559782,0.3665293376341235,0.5005690004299466,0.5332491357366484
merged_cds_phastcons,roulette,3,0.14862740480586067,0.17207320330570475,0.3225472341518374,0.3571198232961512,0.5235359914008578,0.5687802313617212
merged_cds_phastcons,roulette,4,0.1213934145242172,0.14805782491390473,0.2666006594684526,0.30630522264503934,0.4007741214348878,0.4986550918027827
merged_cds_phastcons,roulette,5,0.14743557576104513,0.16060889098424755,0.3012654333052365,0.30754703266536043,0.46019633071052213,0.4677207552725439
merged_cds_phastcons,roulette,6,0.13902412476468098,0.16888693721241294,0.3142987955046817,0.34888274576741607,0.5131228475960038,0.5737960256891527
merged_cds_phastcons,roulette,7,0.22202842294605982,0.2519828235117002,0.43109950291320653,0.45636297140063375,0.6293475837511314,0.6519875288034273
merged_cds_phastcons,roulette,8,0.231153306466095,0.39079170863798046,0.3902250306354626,0.632001579192682,0.5294648921007032,0.8179064372696387
merged_cds_phastcons,roulette,9,0.19637762944169831,0.24089557442332923,0.36893356125165294,0.4337753569543418,0.5017289600081066,0.5959082218198033
merged_cds_phastcons,roulette,10,0.182171762103747,0.19106415837001675,0.3973412259689064,0.38914603716027585,0.6596157626015228,0.6302857121913028
merged_cds_phastcons,roulette,11,0.1702991514587496,0.16912563846283707,0.37676135674740835,0.3610449188411381,0.5646096412722177,0.5150636854337347
merged_cds_phastcons,roulette,12,0.15732140168062705,0.18209414276625532,0.35082726474979625,0.39168228561890106,0.5306988763048797,0.556289172566499
merged_cds_phastcons,roulette,13,0.12140698401193314,0.14207491858695687,0.25090224804785083,0.2810536356333327,0.31256831535768453,0.36082522065947137
merged_cds_phastcons,roulette,14,0.12500572527159903,0.13611992156227196,0.26429189831055555,0.2678047184953584,0.39090209461578473,0.37515959587134823
merged_cds_phastcons,roulette,15,0.23086728210523846,0.26743638067126624,0.47960058591216986,0.5213833042954998,0.7002680373165854,0.7233357703966163
merged_cds_phastcons,roulette,16,0.22936484577230842,0.4473607852629568,0.40744406138428313,0.671230621452053,0.5380120818791375,0.8482693109645707
merged_cds_phastcons,roulette,17,0.24583672698562017,0.28027173630051805,0.4895515282596486,0.5434983332777237,0.6521640886873906,0.6720449992294417
merged_cds_phastcons,roulette,18,0.16143309048276475,0.15913119558805444,0.3601801619337392,0.34060019140364517,0.682365861495016,0.6167343473102894
merged_cds_phastcons,roulette,19,0.18023600690742017,0.10803249751432899,0.3974590025168274,0.2748649632103659,0.5764626221267715,0.4239388792551889
