chrom,mut_model,elem_type,U
8,gnomad,cds_lof_d6,0.0013925481289999999
8,gnomad,cds_lof_d7,0.0011211373642889876
8,gnomad,cds_lof_d8,0.0010886150472666845
8,gnomad,cds_lof_d9,0.0011436630840148665
8,gnomad,cds_lof_d10,0.002020719366278965
8,gnomad,cds_lof_d11,0.0012041733135806074
8,gnomad,phastcons_0-5,0.03573619884904267
8,gnomad,phastcons_5-10,0.0312631311007023
8,gnomad,phastcons_10-15,0.027356110973150754
8,gnomad,phastcons_15-20,0.026280599306555352
8,gnomad,phastcons_20-25,0.02645395723642282
8,gnomad,phastcons_25-30,0.02750848206520019
8,gnomad,phastcons_30-35,0.027521281490240277
8,gnomad,phastcons_35-40,0.02968371578974095
8,gnomad,phastcons_40-45,0.0305156037836225
8,gnomad,phastcons_45-50,0.029797933249212746
8,gnomad,phastcons_50-55,0.03490800870818753
8,gnomad,phastcons_55-60,0.03148450368919301
8,roulette,cds_merged,0.017380899536799412
8,roulette,promoters,0.01330859615707163
8,roulette,enhancers,0.14063719744736938
8,roulette,cds_lof_d1,0.0020783844410000004
8,roulette,cds_lof_d2,0.00205794178275
8,roulette,cds_lof_d3,0.00167064965375
8,roulette,cds_lof_d4,0.00237212092425
8,roulette,cds_lof_d5,0.0016016854853895476
8,roulette,cds_lof_d6,0.0012820839535000001
8,roulette,cds_lof_d7,0.0010044385020335832
8,roulette,cds_lof_d8,0.0010422644113568494
8,roulette,cds_lof_d9,0.0011567817965834905
8,roulette,cds_lof_d10,0.002053931963786332
8,roulette,cds_lof_d11,0.0011260563748539721
8,roulette,phastcons_0-5,0.035763657493350275
8,roulette,phastcons_5-10,0.03163658359827365
8,roulette,phastcons_10-15,0.028001807987861997
8,roulette,phastcons_15-20,0.027058182798060493
8,roulette,phastcons_20-25,0.02738424315858636
8,roulette,phastcons_25-30,0.028605832330480783
8,roulette,phastcons_30-35,0.02873751593101231
8,roulette,phastcons_35-40,0.031092285215003065
8,roulette,phastcons_40-45,0.03207447795614614
8,roulette,phastcons_45-50,0.03141962848164438
8,roulette,phastcons_50-55,0.036907291714422544
8,roulette,phastcons_55-60,0.033378648604437094
9,carlson,cds_merged,0.02248782946210351
9,carlson,promoters,0.01940668891715263
9,carlson,enhancers,0.14500217887394778
9,carlson,cds_lof_d1,0.003227816304763792
9,carlson,cds_lof_d2,0.002170043785917185
9,carlson,cds_lof_d3,0.0026253814024534083
9,carlson,cds_lof_d4,0.0024490868671963816
9,carlson,cds_lof_d5,0.0026376191579795404
9,carlson,cds_lof_d6,0.001923993765245027
9,carlson,cds_lof_d7,0.0018878111476390044
9,carlson,cds_lof_d8,0.001757206418749541
9,carlson,cds_lof_d9,0.0016067523715599728
9,carlson,cds_lof_d10,0.001373398013907608
9,carlson,cds_lof_d11,0.0008484860673620744
9,carlson,phastcons_0-5,0.05028709656007121
9,carlson,phastcons_5-10,0.04104813758210789
9,carlson,phastcons_10-15,0.035186923358178086
9,carlson,phastcons_15-20,0.03294305703992315
9,carlson,phastcons_20-25,0.032367123476159644
9,carlson,phastcons_25-30,0.03285969754149053
9,carlson,phastcons_30-35,0.03220341083080672
9,carlson,phastcons_35-40,0.034322567879036744
9,carlson,phastcons_40-45,0.03480513454673914
9,carlson,phastcons_45-50,0.033622407063910245
9,carlson,phastcons_50-55,0.038761486575634864
9,carlson,phastcons_55-60,0.03459766298199393
9,gnomad,cds_merged,0.02188385753262245
9,gnomad,promoters,0.02004881434675
9,gnomad,enhancers,0.11373635634552895
9,gnomad,cds_lof_d1,0.0030421164865000005
9,gnomad,cds_lof_d2,0.0022883197000497044
9,gnomad,cds_lof_d3,0.002413524043
9,gnomad,cds_lof_d4,0.0023432818814999997
9,gnomad,cds_lof_d5,0.002540342
9,gnomad,cds_lof_d6,0.0019332132113531006
9,gnomad,cds_lof_d7,0.001801378846695971
9,gnomad,cds_lof_d8,0.00174135191475
9,gnomad,cds_lof_d9,0.0015296505465494225
9,gnomad,cds_lof_d10,0.00140790685525
9,gnomad,cds_lof_d11,0.0008974809436889723
9,gnomad,phastcons_0-5,0.03963902106524412
9,gnomad,phastcons_5-10,0.03219626012006826
9,gnomad,phastcons_10-15,0.027538995671752057
9,gnomad,phastcons_15-20,0.025755356908645916
9,gnomad,phastcons_20-25,0.02533969889024104
9,gnomad,phastcons_25-30,0.025730050577533463
9,gnomad,phastcons_30-35,0.025222441306744538
9,gnomad,phastcons_35-40,0.02689237484261647
9,gnomad,phastcons_40-45,0.02732599479142516
9,gnomad,phastcons_45-50,0.026437471537453818
9,gnomad,phastcons_50-55,0.03051672149715183
9,gnomad,phastcons_55-60,0.027315509216855476
9,roulette,cds_merged,0.02088266689134625
9,roulette,promoters,0.015212964282249998
9,roulette,enhancers,0.1197866772466604
9,roulette,cds_lof_d1,0.0030132912985
9,roulette,cds_lof_d2,0.002120539352670722
9,roulette,cds_lof_d3,0.00233236306975
9,roulette,cds_lof_d4,0.0022886754397500003
9,roulette,cds_lof_d5,0.002355128454
9,roulette,cds_lof_d6,0.0017639062466919839
9,roulette,cds_lof_d7,0.0017475770505228007
9,roulette,cds_lof_d8,0.0016517762362500002
9,roulette,cds_lof_d9,0.0014092152120139124
9,roulette,cds_lof_d10,0.00137738722625
9,roulette,cds_lof_d11,0.0008727212833454685
9,roulette,phastcons_0-5,0.04043799417449428
9,roulette,phastcons_5-10,0.03294100899308235
9,roulette,phastcons_10-15,0.028349740524872775
9,roulette,phastcons_15-20,0.026614808679169603
9,roulette,phastcons_20-25,0.026245383332001437
9,roulette,phastcons_25-30,0.026701164331479316
9,roulette,phastcons_30-35,0.02624272876751536
9,roulette,phastcons_35-40,0.028043671774868544
9,roulette,phastcons_40-45,0.028503120295903798
9,roulette,phastcons_45-50,0.027584917856963376
9,roulette,phastcons_50-55,0.031867216361342515
9,roulette,phastcons_55-60,0.02854874537071171
10,carlson,cds_merged,0.02161772449304968
10,carlson,promoters,0.01947077789366111
10,carlson,enhancers,0.17201602273990751
10,carlson,cds_lof_d1,0.0027737775186898123
10,carlson,cds_lof_d2,0.0028523515916662997
10,carlson,cds_lof_d3,0.002358222884321618
10,carlson,cds_lof_d4,0.002946473914320749
10,carlson,cds_lof_d5,0.0016672699718815495
10,carlson,cds_lof_d6,0.001889698990756344
10,carlson,cds_lof_d7,0.0009709529502579058
10,carlson,cds_lof_d8,0.0014300493205173532
10,carlson,cds_lof_d9,0.0015966523265530219
10,carlson,cds_lof_d10,0.0025901688692136007
10,carlson,cds_lof_d11,0.0006051347845422056
10,carlson,phastcons_0-5,0.051727457650154185
10,carlson,phastcons_5-10,0.043703243756183674
10,carlson,phastcons_10-15,0.03769845310432703
10,carlson,phastcons_15-20,0.035613530570046736
10,carlson,phastcons_20-25,0.03524605337065697
10,carlson,phastcons_25-30,0.03618067796156769
10,carlson,phastcons_30-35,0.03593450020466128
10,carlson,phastcons_35-40,0.038523818038303494
10,carlson,phastcons_40-45,0.03939173657540506
10,carlson,phastcons_45-50,0.03840655007198767
10,carlson,phastcons_50-55,0.044685680546258606
10,carlson,phastcons_55-60,0.04030684666845061
10,gnomad,cds_merged,0.020268205844892098
10,gnomad,promoters,0.01985891200825
10,gnomad,enhancers,0.1361215515858985
10,gnomad,cds_lof_d1,0.0025680914356335134
10,gnomad,cds_lof_d2,0.00273978406975
10,gnomad,cds_lof_d3,0.0022812516247110743
10,gnomad,cds_lof_d4,0.002718817143285791
10,gnomad,cds_lof_d5,0.00162625529380389
10,gnomad,cds_lof_d6,0.00169708248675
10,gnomad,cds_lof_d7,0.0009386962585
10,gnomad,cds_lof_d8,0.001372477376137084
10,gnomad,cds_lof_d9,0.0014774235694812166
10,gnomad,cds_lof_d10,0.002302967817954884
10,gnomad,cds_lof_d11,0.0006222987765780583
10,gnomad,phastcons_0-5,0.041226553994679574
10,gnomad,phastcons_5-10,0.03453320289390713
10,gnomad,phastcons_10-15,0.029662304631148495
10,gnomad,phastcons_15-20,0.028004864376722942
10,gnomad,phastcons_20-25,0.027717769696347382
10,gnomad,phastcons_25-30,0.028441680590467266
10,gnomad,phastcons_30-35,0.0282688855186857
10,gnomad,phastcons_35-40,0.030305800055870958
10,gnomad,phastcons_40-45,0.03103282097063879
10,gnomad,phastcons_45-50,0.030278730564505904
10,gnomad,phastcons_50-55,0.03525521880978682
10,gnomad,phastcons_55-60,0.03185937228781351
10,roulette,cds_merged,0.01892851143000929
10,roulette,promoters,0.014761411031499999
10,roulette,enhancers,0.1384480168076355
10,roulette,cds_lof_d1,0.0024675747513273273
10,roulette,cds_lof_d2,0.00244197363025
10,roulette,cds_lof_d3,0.00210898706302915
10,roulette,cds_lof_d4,0.0025447390837387298
10,roulette,cds_lof_d5,0.0014729223312147962
10,roulette,cds_lof_d6,0.0016196889904999997
10,roulette,cds_lof_d7,0.00086783515
10,roulette,cds_lof_d8,0.0012004375388748021
10,roulette,cds_lof_d9,0.0013619523686093252
10,roulette,cds_lof_d10,0.002297005906789817
10,roulette,cds_lof_d11,0.0006185126234513549
10,roulette,phastcons_0-5,0.039788100134613764
10,roulette,phastcons_5-10,0.03373809755241085
10,roulette,phastcons_10-15,0.029276306204302167
10,roulette,phastcons_15-20,0.027797026765796623
10,roulette,phastcons_20-25,0.027595569576431347
10,roulette,phastcons_25-30,0.028390937235798292
10,roulette,phastcons_30-35,0.028264726367728144
10,roulette,phastcons_35-40,0.030365505587613785
10,roulette,phastcons_40-45,0.031145125322898048
10,roulette,phastcons_45-50,0.0304392823063298
10,roulette,phastcons_50-55,0.03552564212743049
10,roulette,phastcons_55-60,0.03215557488355458
11,carlson,cds_merged,0.0326198675029953
11,carlson,promoters,0.026003349804516504
11,carlson,enhancers,0.16756477130451827
11,carlson,cds_lof_d1,0.00319716170789781
11,carlson,cds_lof_d2,0.004207222434846638
11,carlson,cds_lof_d3,0.004437514945303781
11,carlson,cds_lof_d4,0.003392527205812874
11,carlson,cds_lof_d5,0.002841572495646494
11,carlson,cds_lof_d6,0.0028222543088587252
11,carlson,cds_lof_d7,0.002915300649200789
11,carlson,cds_lof_d8,0.002848316999763547
11,carlson,cds_lof_d9,0.002535563612134295
11,carlson,cds_lof_d10,0.002768698362327075
11,carlson,cds_lof_d11,0.0006802087273969866
11,carlson,phastcons_0-5,0.05165368977499077
11,carlson,phastcons_5-10,0.04609506682293657
11,carlson,phastcons_10-15,0.040195063677931415
11,carlson,phastcons_15-20,0.03764005126304751
11,carlson,phastcons_20-25,0.03695195430619808
11,carlson,phastcons_25-30,0.03771963352327764
11,carlson,phastcons_30-35,0.03723877578158114
11,carlson,phastcons_35-40,0.039610318815628015
11,carlson,phastcons_40-45,0.04021686161099528
11,carlson,phastcons_45-50,0.03887904390198284
11,carlson,phastcons_50-55,0.04511779882103957
11,carlson,phastcons_55-60,0.04043676014216334
11,gnomad,cds_merged,0.03133334034919331
11,gnomad,promoters,0.026661513073271637
11,gnomad,enhancers,0.13347493203100994
11,gnomad,cds_lof_d1,0.003005889411
11,gnomad,cds_lof_d2,0.00405723803275
11,gnomad,cds_lof_d3,0.0045259319945
11,gnomad,cds_lof_d4,0.003264298843672539
11,gnomad,cds_lof_d5,0.0027925676459480686
11,gnomad,cds_lof_d6,0.00261316667675
11,gnomad,cds_lof_d7,0.002764135099821262
11,gnomad,cds_lof_d8,0.0026346569165
11,gnomad,cds_lof_d9,0.0023940259666840025
11,gnomad,cds_lof_d10,0.0026472723487775077
11,gnomad,cds_lof_d11,0.0006644677374791155
11,gnomad,phastcons_0-5,0.04165258447763687
11,gnomad,phastcons_5-10,0.03677180554489053
11,gnomad,phastcons_10-15,0.03189088195183945
11,gnomad,phastcons_15-20,0.029800685358850065
11,gnomad,phastcons_20-25,0.029241891571075707
11,gnomad,phastcons_25-30,0.029852926586697363
11,gnomad,phastcons_30-35,0.029470774149176933
11,gnomad,phastcons_35-40,0.03136046019043508
11,gnomad,phastcons_40-45,0.03183544478071036
11,gnomad,phastcons_45-50,0.03081389588521042
11,gnomad,phastcons_50-55,0.03580297555884907
11,gnomad,phastcons_55-60,0.0320969114308463
11,roulette,cds_merged,0.02971603236145531
11,roulette,promoters,0.020102928999955822
11,roulette,enhancers,0.13590469819126325
11,roulette,cds_lof_d1,0.002795625462
11,roulette,cds_lof_d2,0.0039113609640000005
11,roulette,cds_lof_d3,0.004267012092
11,roulette,cds_lof_d4,0.0031103822451383455
11,roulette,cds_lof_d5,0.0025689154779815673
11,roulette,cds_lof_d6,0.00250253528
11,roulette,cds_lof_d7,0.0026033046381972835
11,roulette,cds_lof_d8,0.002557690583
11,roulette,cds_lof_d9,0.0022882192409833866
11,roulette,cds_lof_d10,0.002528755974265173
11,roulette,cds_lof_d11,0.0006033250802539083
11,roulette,phastcons_0-5,0.04017606394750348
11,roulette,phastcons_5-10,0.03595635194046486
11,roulette,phastcons_10-15,0.031518018838935444
11,roulette,phastcons_15-20,0.02958632032815974
11,roulette,phastcons_20-25,0.0291328770359243
11,roulette,phastcons_25-30,0.02979384514842592
11,roulette,phastcons_30-35,0.02946397214667896
11,roulette,phastcons_35-40,0.031418620750202644
11,roulette,phastcons_40-45,0.03195132559490754
11,roulette,phastcons_45-50,0.030973915641741737
11,roulette,phastcons_50-55,0.03604678162540531
11,roulette,phastcons_55-60,0.03238816234362634
12,carlson,cds_merged,0.028647254712412216
12,carlson,promoters,0.024485114761528794
12,carlson,enhancers,0.17145759640610916
12,carlson,cds_lof_d1,0.004735206778613371
12,carlson,cds_lof_d2,0.004052433850987024
12,carlson,cds_lof_d3,0.0034363654491070786
12,carlson,cds_lof_d4,0.0027850240054945103
12,carlson,cds_lof_d5,0.002357991789833444
12,carlson,cds_lof_d6,0.002244920325327377
12,carlson,cds_lof_d7,0.0017106991431380379
12,carlson,cds_lof_d8,0.001839002428970968
12,carlson,cds_lof_d9,0.0023776442815642987
12,carlson,cds_lof_d10,0.002921868163396343
12,carlson,cds_lof_d11,0.00022457794878922926
12,carlson,phastcons_0-5,0.04954356909806901
12,carlson,phastcons_5-10,0.04659629758338284
12,carlson,phastcons_10-15,0.04063031007569082
12,carlson,phastcons_15-20,0.0383236194926636
12,carlson,phastcons_20-25,0.037729505300412365
12,carlson,phastcons_25-30,0.038450371179516614
12,carlson,phastcons_30-35,0.03792726921811588
12,carlson,phastcons_35-40,0.04031818371538331
12,carlson,phastcons_40-45,0.04080017649561016
12,carlson,phastcons_45-50,0.03942266172680513
12,carlson,phastcons_50-55,0.04550869985598962
12,carlson,phastcons_55-60,0.04047563520104452
12,gnomad,cds_merged,0.026337730331879246
12,gnomad,promoters,0.024528975759206623
12,gnomad,enhancers,0.13423630486461827
12,gnomad,cds_lof_d1,0.004319762471374869
12,gnomad,cds_lof_d2,0.003871137732
12,gnomad,cds_lof_d3,0.003245443824
12,gnomad,cds_lof_d4,0.002511364267068113
12,gnomad,cds_lof_d5,0.002238583109
12,gnomad,cds_lof_d6,0.0020698528585
12,gnomad,cds_lof_d7,0.00160406189825
12,gnomad,cds_lof_d8,0.001641858652799373
12,gnomad,cds_lof_d9,0.00213688970075
12,gnomad,cds_lof_d10,0.0024912790315
12,gnomad,cds_lof_d11,0.0002372271195
12,gnomad,phastcons_0-5,0.03961641772425816
12,gnomad,phastcons_5-10,0.03664563592474289
12,gnomad,phastcons_10-15,0.03178340682568786
12,gnomad,phastcons_15-20,0.029942096051796548
12,gnomad,phastcons_20-25,0.029470702770397036
12,gnomad,phastcons_25-30,0.03001802622893127
12,gnomad,phastcons_30-35,0.02959433241560447
12,gnomad,phastcons_35-40,0.03148412331568112
12,gnomad,phastcons_40-45,0.03190152931951731
12,gnomad,phastcons_45-50,0.03081879321761596
12,gnomad,phastcons_50-55,0.0355914456869901
12,gnomad,phastcons_55-60,0.031701458629004
12,roulette,cds_merged,0.02479693264814012
12,roulette,promoters,0.018245626413787793
12,roulette,enhancers,0.13514089241830093
12,roulette,cds_lof_d1,0.004225079325896785
12,roulette,cds_lof_d2,0.0035291412467499997
12,roulette,cds_lof_d3,0.00306780679625
12,roulette,cds_lof_d4,0.002355052211321883
12,roulette,cds_lof_d5,0.0020522655475
12,roulette,cds_lof_d6,0.0019196451399999999
12,roulette,cds_lof_d7,0.00151337601275
12,roulette,cds_lof_d8,0.001549927731722508
12,roulette,cds_lof_d9,0.0020230477067500006
12,roulette,cds_lof_d10,0.002411323929
12,roulette,cds_lof_d11,0.00018049191825
12,roulette,phastcons_0-5,0.037665570556800754
12,roulette,phastcons_5-10,0.03550397682285286
12,roulette,phastcons_10-15,0.03109644124576878
12,roulette,phastcons_15-20,0.02943094040767691
12,roulette,phastcons_20-25,0.029042905825084186
12,roulette,phastcons_25-30,0.0296459492729832
12,roulette,phastcons_30-35,0.029300909316365312
12,roulette,phastcons_35-40,0.031213520280988477
12,roulette,phastcons_40-45,0.03166272650111725
12,roulette,phastcons_45-50,0.030644199274436477
12,roulette,phastcons_50-55,0.035445322643613254
12,roulette,phastcons_55-60,0.031632608436321215
13,carlson,cds_merged,0.008785961413936012
13,carlson,promoters,0.008936304430872097
13,carlson,enhancers,0.10348890019827131
13,carlson,cds_lof_d1,0.0011170382019833314
13,carlson,cds_lof_d2,0.0011171672408067609
13,carlson,cds_lof_d3,0.0010140030681723233
13,carlson,cds_lof_d4,0.001452006342568268
13,carlson,cds_lof_d5,0.0009079824528749257
13,carlson,cds_lof_d6,0.0007905098663645585
13,carlson,cds_lof_d7,0.0006344598145012854
13,carlson,cds_lof_d8,0.000472843477861451
13,carlson,cds_lof_d9,0.0004714827551688657
13,carlson,cds_lof_d10,0.0006839940120475647
13,carlson,cds_lof_d11,0.00018775338973913843
13,carlson,phastcons_0-5,0.030307815769742036
13,carlson,phastcons_5-10,0.025640895989854622
13,carlson,phastcons_10-15,0.02231585989425353
13,carlson,phastcons_15-20,0.021576497433408146
13,carlson,phastcons_20-25,0.021455795830617384
13,carlson,phastcons_25-30,0.022194015519513995
13,carlson,phastcons_30-35,0.022207593671428653
13,carlson,phastcons_35-40,0.023896806705696886
13,carlson,phastcons_40-45,0.02459556088421685
13,carlson,phastcons_45-50,0.023907950377544052
13,carlson,phastcons_50-55,0.02781778192783274
13,carlson,phastcons_55-60,0.025076338715442115
13,gnomad,cds_merged,0.008966314212540466
13,gnomad,promoters,0.009026475692500001
13,gnomad,enhancers,0.079143389085144
13,gnomad,cds_lof_d1,0.00121603298075
13,gnomad,cds_lof_d2,0.00118483218525
13,gnomad,cds_lof_d3,0.0010493260820000003
13,gnomad,cds_lof_d4,0.0014543859382500001
13,gnomad,cds_lof_d5,0.00085213883475
13,gnomad,cds_lof_d6,0.0007723757195
13,gnomad,cds_lof_d7,0.00062897926
13,gnomad,cds_lof_d8,0.0004836490224999999
13,gnomad,cds_lof_d9,0.00051283225175
13,gnomad,cds_lof_d10,0.0006673585922500001
13,gnomad,cds_lof_d11,0.0001849169201972097
13,gnomad,phastcons_0-5,0.023012893514790078
13,gnomad,phastcons_5-10,0.0195120287738628
13,gnomad,phastcons_10-15,0.016956791221040875
13,gnomad,phastcons_15-20,0.016395284541578986
13,gnomad,phastcons_20-25,0.01632472432832412
13,gnomad,phastcons_25-30,0.016882087090208695
13,gnomad,phastcons_30-35,0.016907684790886838
13,gnomad,phastcons_35-40,0.018174014841232582
13,gnomad,phastcons_40-45,0.0187329499454378
13,gnomad,phastcons_45-50,0.018219422955784017
13,gnomad,phastcons_50-55,0.021231678906428783
13,gnomad,phastcons_55-60,0.019143043411439055
13,roulette,cds_merged,0.008202247339962986
13,roulette,promoters,0.00653087798825
13,roulette,enhancers,0.08066037142573572
13,roulette,cds_lof_d1,0.001058056706
13,roulette,cds_lof_d2,0.0010311676305
13,roulette,cds_lof_d3,0.000960498154
13,roulette,cds_lof_d4,0.0013644434895000001
13,roulette,cds_lof_d5,0.000775647572
13,roulette,cds_lof_d6,0.00071065351875
13,roulette,cds_lof_d7,0.00059433127075
13,roulette,cds_lof_d8,0.0004313048635
13,roulette,cds_lof_d9,0.0004945832115
13,roulette,cds_lof_d10,0.0006498136575000001
13,roulette,cds_lof_d11,0.00017050936687945317
13,roulette,phastcons_0-5,0.02253647866886388
13,roulette,phastcons_5-10,0.019218741199938168
13,roulette,phastcons_10-15,0.016802070328883815
13,roulette,phastcons_15-20,0.016305343124737012
13,roulette,phastcons_20-25,0.016269272216176328
13,roulette,phastcons_25-30,0.01687816110410305
13,roulette,phastcons_30-35,0.016931539903044194
13,roulette,phastcons_35-40,0.018247043894513357
13,roulette,phastcons_40-45,0.018834964415138315
13,roulette,phastcons_45-50,0.018339171501514
13,roulette,phastcons_50-55,0.02142632848273684
13,roulette,phastcons_55-60,0.01934309419443339
14,carlson,cds_merged,0.014971735584442081
14,carlson,promoters,0.016271096424274864
14,carlson,enhancers,0.10584836856302711
14,carlson,cds_lof_d1,0.0022227318516557723
14,carlson,cds_lof_d2,0.0019098221607154091
14,carlson,cds_lof_d3,0.0018038572196943073
14,carlson,cds_lof_d4,0.0019920293635121043
14,carlson,cds_lof_d5,0.00133895338330351
14,carlson,cds_lof_d6,0.0011408806318754273
14,carlson,cds_lof_d7,0.001096875180917443
14,carlson,cds_lof_d8,0.0011977332769602844
14,carlson,cds_lof_d9,0.0006429904542699881
14,carlson,cds_lof_d10,0.0013977491243213575
14,carlson,cds_lof_d11,0.0002851223264853375
14,carlson,phastcons_0-5,0.03653681797591531
14,carlson,phastcons_5-10,0.0313362179377891
14,carlson,phastcons_10-15,0.026720403026437453
14,carlson,phastcons_15-20,0.024852608552847745
14,carlson,phastcons_20-25,0.02428219452573426
14,carlson,phastcons_25-30,0.02451887316354853
14,carlson,phastcons_30-35,0.02404834181711076
14,carlson,phastcons_35-40,0.025411773109461386
14,carlson,phastcons_40-45,0.025582003032031907
14,carlson,phastcons_45-50,0.024579159641230572
14,carlson,phastcons_50-55,0.0282850129710364
14,carlson,phastcons_55-60,0.025150239346666794
14,gnomad,cds_merged,0.016372455881568732
14,gnomad,promoters,0.01634321397975
14,gnomad,enhancers,0.08369032157675318
14,gnomad,cds_lof_d1,0.0024433673891861196
14,gnomad,cds_lof_d2,0.002055682342
14,gnomad,cds_lof_d3,0.0020400916375000002
14,gnomad,cds_lof_d4,0.0021373905525
14,gnomad,cds_lof_d5,0.00152859877975
14,gnomad,cds_lof_d6,0.0012093453995
14,gnomad,cds_lof_d7,0.001201164195
14,gnomad,cds_lof_d8,0.00132009687075
14,gnomad,cds_lof_d9,0.0007146272023439427
14,gnomad,cds_lof_d10,0.001472227456
14,gnomad,cds_lof_d11,0.0003290120470000001
14,gnomad,phastcons_0-5,0.02874612264300443
14,gnomad,phastcons_5-10,0.024571871083851206
14,gnomad,phastcons_10-15,0.020915055294890263
14,gnomad,phastcons_15-20,0.019468406062811066
14,gnomad,phastcons_20-25,0.019010329366917714
14,gnomad,phastcons_25-30,0.019206233514399405
14,gnomad,phastcons_30-35,0.018843883456185227
14,gnomad,phastcons_35-40,0.01996181671359426
14,gnomad,phastcons_40-45,0.020091119765448782
14,gnomad,phastcons_45-50,0.01932026070532042
14,gnomad,phastcons_50-55,0.022299681957104564
14,gnomad,phastcons_55-60,0.019862499270132377
14,roulette,cds_merged,0.015164825615061025
14,roulette,promoters,0.012290080759250002
14,roulette,enhancers,0.08450454125022391
14,roulette,cds_lof_d1,0.002320098097993361
14,roulette,cds_lof_d2,0.0019272512455000002
14,roulette,cds_lof_d3,0.0018487677407499998
14,roulette,cds_lof_d4,0.00203193504675
14,roulette,cds_lof_d5,0.0013963016497499999
14,roulette,cds_lof_d6,0.00112212802275
14,roulette,cds_lof_d7,0.0011173819842500003
14,roulette,cds_lof_d8,0.0012010265102499998
14,roulette,cds_lof_d9,0.0006304564163622547
14,roulette,cds_lof_d10,0.0013757936762500002
14,roulette,cds_lof_d11,0.00026746432475
14,roulette,phastcons_0-5,0.02778102486132912
14,roulette,phastcons_5-10,0.023972902484340287
14,roulette,phastcons_10-15,0.020561992520828704
14,roulette,phastcons_15-20,0.01920418852256393
14,roulette,phastcons_20-25,0.018820799771936705
14,roulette,phastcons_25-30,0.01906465512490211
14,roulette,phastcons_30-35,0.018729405122191678
14,roulette,phastcons_35-40,0.01985501512869179
14,roulette,phastcons_40-45,0.0200186950777662
14,roulette,phastcons_45-50,0.01928365582301986
14,roulette,phastcons_50-55,0.022262339928626872
14,roulette,phastcons_55-60,0.019862197549003015
15,carlson,cds_merged,0.01669782213192016
15,carlson,promoters,0.015502571827963793
15,carlson,enhancers,0.10590321901018179
15,carlson,cds_lof_d1,0.0015375251415922543
15,carlson,cds_lof_d2,0.0026291022755886785
15,carlson,cds_lof_d3,0.0020797397087171324
15,carlson,cds_lof_d4,0.001738349376784642
15,carlson,cds_lof_d5,0.0021999473788869017
15,carlson,cds_lof_d6,0.0011615690339867213
15,carlson,cds_lof_d7,0.0011973115849818387
15,carlson,cds_lof_d8,0.0011397310961965882
15,carlson,cds_lof_d9,0.001069156930895368
15,carlson,cds_lof_d10,0.0014422299526041656
15,carlson,cds_lof_d11,0.0006433891404097451
15,carlson,phastcons_0-5,0.03560698622063501
15,carlson,phastcons_5-10,0.03152267097174639
15,carlson,phastcons_10-15,0.02713342668505254
15,carlson,phastcons_15-20,0.025364269427576587
15,carlson,phastcons_20-25,0.024932244248947695
15,carlson,phastcons_25-30,0.025281925431523737
15,carlson,phastcons_30-35,0.02493060399070675
15,carlson,phastcons_35-40,0.02643638408422379
15,carlson,phastcons_40-45,0.026686202388760332
15,carlson,phastcons_45-50,0.025723928426851325
15,carlson,phastcons_50-55,0.029661181282964154
15,carlson,phastcons_55-60,0.02649746692276025
15,gnomad,cds_merged,0.01789651868736226
15,gnomad,promoters,0.01555431345125
15,gnomad,enhancers,0.08458379574069816
15,gnomad,cds_lof_d1,0.0015754258555
15,gnomad,cds_lof_d2,0.00277513919858958
15,gnomad,cds_lof_d3,0.0020955169305
15,gnomad,cds_lof_d4,0.0019596648007443266
15,gnomad,cds_lof_d5,0.0024261899982834663
15,gnomad,cds_lof_d6,0.0012633360463681941
15,gnomad,cds_lof_d7,0.001331819640011891
15,gnomad,cds_lof_d8,0.0012545593933226738
15,gnomad,cds_lof_d9,0.0011902692317760264
15,gnomad,cds_lof_d10,0.0015145794475
15,gnomad,cds_lof_d11,0.0006692978974364825
15,gnomad,phastcons_0-5,0.028515103449800544
15,gnomad,phastcons_5-10,0.02503747876792419
15,gnomad,phastcons_10-15,0.02147357319500709
15,gnomad,phastcons_15-20,0.02005688656783521
15,gnomad,phastcons_20-25,0.019705085582360848
15,gnomad,phastcons_25-30,0.02000539490951831
15,gnomad,phastcons_30-35,0.019735138895716937
15,gnomad,phastcons_35-40,0.020931044769732385
15,gnomad,phastcons_40-45,0.021172314743801025
15,gnomad,phastcons_45-50,0.020401118544994736
15,gnomad,phastcons_50-55,0.023582270416296777
15,gnomad,phastcons_55-60,0.021071964295073388
15,roulette,cds_merged,0.01695326858208427
15,roulette,promoters,0.0118718034715
15,roulette,enhancers,0.08696987490048526
15,roulette,cds_lof_d1,0.001546290991
15,roulette,cds_lof_d2,0.0026628521884913513
15,roulette,cds_lof_d3,0.00204608607525
15,roulette,cds_lof_d4,0.001819090715250277
15,roulette,cds_lof_d5,0.0022944071016691697
15,roulette,cds_lof_d6,0.0012244377820617802
15,roulette,cds_lof_d7,0.001204674714641544
15,roulette,cds_lof_d8,0.0011370107592684358
15,roulette,cds_lof_d9,0.0010674203609979368
15,roulette,cds_lof_d10,0.00144076981475
15,roulette,cds_lof_d11,0.0006596423592076877
15,roulette,phastcons_0-5,0.02798730845793903
15,roulette,phastcons_5-10,0.024854208456059148
15,roulette,phastcons_10-15,0.021491081328187753
15,roulette,phastcons_15-20,0.02015464779071389
15,roulette,phastcons_20-25,0.019864723866072215
15,roulette,phastcons_25-30,0.020205451889458433
